INFO 2025-05-28 16:55:27,394 autoreload Watching for file changes with StatReloader
INFO 2025-05-28 19:02:27,859 session get_history: user_id=1, session_id=1748430147806, key=chat:history:1:1748430147806, data_len=0
INFO 2025-05-28 19:02:29,903 _client HTTP Request: POST https://ark.cn-beijing.volces.com/api/v3/chat/completions "HTTP/1.1 200 OK"
INFO 2025-05-28 19:02:29,909 views 识别到的意图: 问候
INFO 2025-05-28 19:02:31,028 basehttp "GET /api/chat/stream_chat/?message=%E4%BD%A0%E5%A5%BD&session_id=1748430147806&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90eXBlIjoiYWNjZXNzIiwiZXhwIjoxNzQ4NTE2NTMzLCJpYXQiOjE3NDg0MzAxMzMsImp0aSI6ImEzNzE3ZWY3NTE0MzQ4NTNiNDIxNTExOWZiODViMWIxIiwidXNlcl9pZCI6MX0.UuazN2QtgO1FozVgntaXJ-woua_q8C8o75-imhTSbZ8 HTTP/1.1" 200 291
INFO 2025-05-28 19:02:41,330 session get_history: user_id=1, session_id=1748430147806, key=chat:history:1:1748430147806, data_len=0
INFO 2025-05-28 19:02:42,780 _client HTTP Request: POST https://ark.cn-beijing.volces.com/api/v3/chat/completions "HTTP/1.1 200 OK"
INFO 2025-05-28 19:02:42,784 views 识别到的意图: 病害诊断
INFO 2025-05-28 19:02:42,786 views 从消息中提取的症状: {}
INFO 2025-05-28 19:02:42,788 views 合并后症状: {}
INFO 2025-05-28 19:02:46,210 _client HTTP Request: POST https://ark.cn-beijing.volces.com/api/v3/chat/completions "HTTP/1.1 200 OK"
INFO 2025-05-28 19:02:46,211 views API返回内容: 为了能更准确地诊断小麦出现的问题，麻烦您详细描述一下症状，比如从哪个部位开始发病，发病时的气象条件，小麦处于什么生育期，以及发病的种植区在哪里等信息。这些细节对于判断小麦病害类型非常关键。 
INFO 2025-05-28 19:02:51,042 session get_history: user_id=1, session_id=1748430147806, key=chat:history:1:1748430147806, data_len=0
INFO 2025-05-28 19:02:51,047 basehttp "GET /api/chat/stream_chat/?message=%E6%88%91%E7%9A%84%E5%B0%8F%E9%BA%A6%E4%BC%BC%E4%B9%8E%E5%87%BA%E7%8E%B0%E4%BA%86%E4%B8%80%E4%BA%9B%E9%97%AE%E9%A2%98&session_id=1748430147806&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90eXBlIjoiYWNjZXNzIiwiZXhwIjoxNzQ4NTE2NTMzLCJpYXQiOjE3NDg0MzAxMzMsImp0aSI6ImEzNzE3ZWY3NTE0MzQ4NTNiNDIxNTExOWZiODViMWIxIiwidXNlcl9pZCI6MX0.UuazN2QtgO1FozVgntaXJ-woua_q8C8o75-imhTSbZ8 HTTP/1.1" 200 1092
INFO 2025-05-28 19:02:56,753 session get_all_sessions: 提取到 session_ids=['1748430147806']
INFO 2025-05-28 19:02:56,753 session get_history: user_id=1, session_id=1748430147806, key=chat:history:1:1748430147806, data_len=780
INFO 2025-05-28 19:02:56,754 session get_all_sessions: session_id=1748430147806, history_len=2
INFO 2025-05-28 19:02:56,754 views 获取会话列表成功 - 会话数: 1
INFO 2025-05-28 19:02:56,755 basehttp "GET /api/chat/get_session_list/?page=1&size=10 HTTP/1.1" 200 179
INFO 2025-05-28 19:03:02,834 basehttp "OPTIONS /api/users/login/ HTTP/1.1" 200 0
INFO 2025-05-28 19:03:03,880 basehttp "POST /api/users/login/ HTTP/1.1" 200 526
INFO 2025-05-28 19:03:05,065 basehttp "OPTIONS /api/chat/get_session_list/?page=1&size=10 HTTP/1.1" 200 0
INFO 2025-05-28 19:03:05,073 session get_all_sessions: 提取到 session_ids=['1748430147806']
INFO 2025-05-28 19:03:05,074 session get_history: user_id=1, session_id=1748430147806, key=chat:history:1:1748430147806, data_len=780
INFO 2025-05-28 19:03:05,074 session get_all_sessions: session_id=1748430147806, history_len=2
INFO 2025-05-28 19:03:05,075 views 获取会话列表成功 - 会话数: 1
INFO 2025-05-28 19:03:05,075 basehttp "GET /api/chat/get_session_list/?page=1&size=10 HTTP/1.1" 200 179
